"DatasetName","MonitoringLocationID","MonitoringLocationName","MonitoringLocationLatitude","MonitoringLocationLongitude","MonitoringLocationHorizontalCoordinateReferenceSystem","MonitoringLocationHorizontalAccuracyMeasure","MonitoringLocationHorizontalAccuracyUnit","MonitoringLocationType","ActivityType","ActivityMediaName","ActivityStartDate","ActivityStartTime","ActivityEndDate","ActivityEndTime","ActivityDepthHeightMeasure","ActivityDepthHeightUnit","SampleCollectionEquipmentName","CharacteristicName","MethodSpeciation","ResultSampleFraction","ResultValue","ResultUnit","ResultValueType","ResultDetectionCondition","ResultDetectionQuantitationLimitMeasure","ResultDetectionQuantitationLimitUnit","ResultDetectionQuantitationLimitType","ResultStatusID","ResultComment","ResultAnalyticalMethodID","ResultAnalyticalMethodContext","ResultAnalyticalMethodName","AnalysisStartDate","AnalysisStartTime","AnalysisStartTimeZone","LaboratoryName","LaboratorySampleID"
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-06-30,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-06-29,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-06-28,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-06-27,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-06-26,"","","","-0.2","m","Water Bottle","Enterococcus","","","31","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-06-25,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-06-24,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-06-23,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-06-22,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-06-21,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-06-20,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-06-19,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-06-18,"","","","-0.2","m","Water Bottle","Enterococcus","","","10","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-06-17,"","","","-0.2","m","Water Bottle","Enterococcus","","","20","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-06-16,"","","","-0.2","m","Water Bottle","Enterococcus","","","41","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-06-15,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-06-14,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-06-13,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-06-12,"","","","-0.2","m","Water Bottle","Enterococcus","","","10","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-06-11,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-06-10,"","","","-0.2","m","Water Bottle","Enterococcus","","","20","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-06-09,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-06-08,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-06-07,"","","","-0.2","m","Water Bottle","Enterococcus","","","158","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-06-06,"","","","-0.2","m","Water Bottle","Enterococcus","","","41","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-06-05,"","","","-0.2","m","Water Bottle","Enterococcus","","","31","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-06-04,"","","","-0.2","m","Water Bottle","Enterococcus","","","10","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-06-03,"","","","-0.2","m","Water Bottle","Enterococcus","","","10","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-06-02,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-06-01,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-05-31,"","","","-0.2","m","Water Bottle","Enterococcus","","","10","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-05-30,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-05-29,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-05-28,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-05-27,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-05-26,"","","","-0.2","m","Water Bottle","Enterococcus","","","20","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-05-25,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-05-24,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-05-23,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-05-22,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-05-21,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-05-20,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-05-19,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-05-18,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-05-17,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-09-21,"","","","-0.2","m","Water Bottle","Enterococcus","","","160","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-09-20,"","","","-0.2","m","Water Bottle","Enterococcus","","","10","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-09-19,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-09-18,"","","","-0.2","m","Water Bottle","Enterococcus","","","10","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-09-17,"","","","-0.2","m","Water Bottle","Enterococcus","","","10","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-09-16,"","","","-0.2","m","Water Bottle","Enterococcus","","","10","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-09-15,"","","","-0.2","m","Water Bottle","Enterococcus","","","31","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-09-14,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-09-13,"","","","-0.2","m","Water Bottle","Enterococcus","","","20","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-09-12,"","","","-0.2","m","Water Bottle","Enterococcus","","","10","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-09-11,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-09-10,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-09-09,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-09-08,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-09-07,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-09-06,"","","","-0.2","m","Water Bottle","Enterococcus","","","20","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-09-05,"","","","-0.2","m","Water Bottle","Enterococcus","","","10","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-09-04,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-09-03,"","","","-0.2","m","Water Bottle","Enterococcus","","","10","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-09-02,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-09-01,"","","","-0.2","m","Water Bottle","Enterococcus","","","10","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-08-31,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-08-30,"","","","-0.2","m","Water Bottle","Enterococcus","","","10","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-08-29,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-08-28,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-08-27,"","","","-0.2","m","Water Bottle","Enterococcus","","","132","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-08-26,"","","","-0.2","m","Water Bottle","Enterococcus","","","10","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-08-25,"","","","-0.2","m","Water Bottle","Enterococcus","","","10","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-08-24,"","","","-0.2","m","Water Bottle","Enterococcus","","","341","MPN/100mL","Actual","","","","","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
"Mount Allison Phyto Lab Data","Station 2","Parlee Beach Provincial Park",46.240904,-64.510715,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2022-08-23,"","","","-0.2","m","Water Bottle","Enterococcus","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","","","","Multiple Tube Test","","","","Environment and Climate Change Canada Microbiology Lab",""
